Listing_ID,Neighbourhood,Latitude,Longitude,Room_Type,Property_Type,Date,Month,Season,Price_Per_Night_INR,Cleaning_Fee_INR,Availability_365,Minimum_Nights,Occupancy_Rate,Number_Of_Bookings,Average_Stay_Length,Revenue_Estimated_INR,Review_Count,Review_Score_Rating,Guest_Origin_Country,Event_Flag,Price_Band,Rating_Band,Occupancy_Band,Revenue_Per_Available_Day_INR
304,Hebbal,13.003904,77.670711,Entire home/apt,Independent House,2024-01-01,1,Winter,4252,529,235,3,0.63,20,2,85040,331,4.8,India,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),361.8723404255319
304,Hebbal,13.003904,77.670711,Entire home/apt,Independent House,2024-02-01,2,Winter,3395,529,235,3,0.71,21,4,71295,129,3.3,India,0,Mid-range (₹2K–₹4K),Below 3.5,High (51–75%),303.3829787234043
304,Hebbal,13.003904,77.670711,Entire home/apt,Independent House,2024-03-01,3,Spring,3552,529,235,3,0.38,12,1,42624,6,4.2,India,0,Mid-range (₹2K–₹4K),4.0–4.49,Moderate (26–50%),181.3787234042553
304,Hebbal,13.003904,77.670711,Entire home/apt,Independent House,2024-04-01,4,Spring,3863,529,235,3,0.56,17,2,65671,170,4.7,India,0,Mid-range (₹2K–₹4K),4.5–5.0,High (51–75%),279.45106382978724
304,Hebbal,13.003904,77.670711,Entire home/apt,Independent House,2024-05-01,5,Spring,3570,529,235,3,0.37,11,4,39270,198,4.0,USA,0,Mid-range (₹2K–₹4K),3.5–3.99,Moderate (26–50%),167.10638297872342
304,Hebbal,13.003904,77.670711,Entire home/apt,Independent House,2024-06-01,6,Summer,3530,529,235,3,0.42,13,2,45890,200,3.9,India,0,Mid-range (₹2K–₹4K),3.5–3.99,Moderate (26–50%),195.27659574468086
304,Hebbal,13.003904,77.670711,Entire home/apt,Independent House,2024-07-01,7,Monsoon,3299,529,235,3,0.72,22,2,72578,251,5.0,India,0,Mid-range (₹2K–₹4K),4.5–5.0,High (51–75%),308.84255319148934
304,Hebbal,13.003904,77.670711,Entire home/apt,Independent House,2024-08-01,8,Monsoon,3142,529,235,3,0.61,19,3,59698,341,5.0,Australia,0,Mid-range (₹2K–₹4K),4.5–5.0,High (51–75%),254.03404255319148
304,Hebbal,13.003904,77.670711,Entire home/apt,Independent House,2024-09-01,9,Autumn,3323,529,235,3,0.68,20,2,66460,315,4.6,India,0,Mid-range (₹2K–₹4K),4.5–5.0,High (51–75%),282.8085106382979
304,Hebbal,13.003904,77.670711,Entire home/apt,Independent House,2024-10-01,10,Autumn,3633,529,235,3,0.54,17,1,61761,15,5.0,India,0,Mid-range (₹2K–₹4K),4.5–5.0,High (51–75%),262.8127659574468
304,Hebbal,13.003904,77.670711,Entire home/apt,Independent House,2024-11-01,11,Winter,3495,529,235,3,0.29,9,4,31455,0,5.0,India,0,Mid-range (₹2K–₹4K),4.5–5.0,Moderate (26–50%),133.85106382978722
304,Hebbal,13.003904,77.670711,Entire home/apt,Independent House,2024-12-01,12,Winter,4124,529,235,3,0.7,22,2,90728,290,4.5,Canada,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),386.07659574468084
305,Hebbal,12.958309,77.741282,Private room,Villa,2024-01-01,1,Winter,6224,470,118,3,0.59,18,2,112032,11,4.7,India,1,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),949.4237288135594
305,Hebbal,12.958309,77.741282,Private room,Villa,2024-02-01,2,Winter,4509,470,118,3,0.53,15,2,67635,72,4.1,India,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),573.1779661016949
305,Hebbal,12.958309,77.741282,Private room,Villa,2024-03-01,3,Spring,5436,470,118,3,0.34,11,4,59796,104,4.0,India,0,Premium (₹4K–₹7K),3.5–3.99,Moderate (26–50%),506.7457627118644
305,Hebbal,12.958309,77.741282,Private room,Villa,2024-04-01,4,Spring,5722,470,118,3,0.67,20,3,114440,349,4.5,Germany,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),969.8305084745763
305,Hebbal,12.958309,77.741282,Private room,Villa,2024-05-01,5,Spring,4947,470,118,3,0.48,15,4,74205,243,4.7,India,0,Premium (₹4K–₹7K),4.5–5.0,Moderate (26–50%),628.8559322033898
305,Hebbal,12.958309,77.741282,Private room,Villa,2024-06-01,6,Summer,4776,470,118,3,0.66,20,2,95520,120,4.4,India,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),809.4915254237288
305,Hebbal,12.958309,77.741282,Private room,Villa,2024-07-01,7,Monsoon,4336,470,118,3,0.52,16,4,69376,285,4.3,India,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),587.9322033898305
305,Hebbal,12.958309,77.741282,Private room,Villa,2024-08-01,8,Monsoon,4484,470,118,3,0.43,13,1,58292,288,4.7,India,0,Premium (₹4K–₹7K),4.5–5.0,Moderate (26–50%),494.0
305,Hebbal,12.958309,77.741282,Private room,Villa,2024-09-01,9,Autumn,5154,470,118,3,0.41,12,3,61848,78,4.4,India,0,Premium (₹4K–₹7K),4.0–4.49,Moderate (26–50%),524.1355932203389
305,Hebbal,12.958309,77.741282,Private room,Villa,2024-10-01,10,Autumn,5003,470,118,3,0.45,14,2,70042,193,4.7,India,0,Premium (₹4K–₹7K),4.5–5.0,Moderate (26–50%),593.5762711864406
305,Hebbal,12.958309,77.741282,Private room,Villa,2024-11-01,11,Winter,5022,470,118,3,0.68,20,4,100440,211,4.3,India,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),851.1864406779661
305,Hebbal,12.958309,77.741282,Private room,Villa,2024-12-01,12,Winter,5950,470,118,3,0.47,15,1,89250,22,4.1,India,0,Premium (₹4K–₹7K),4.0–4.49,Moderate (26–50%),756.3559322033898
306,Basavanagudi,12.987548,77.51081,Entire home/apt,Villa,2024-01-01,1,Winter,5687,125,176,2,0.77,24,3,136488,0,4.5,Netherlands,1,Premium (₹4K–₹7K),4.0–4.49,Very High (>75%),775.5
306,Basavanagudi,12.987548,77.51081,Entire home/apt,Villa,2024-02-01,2,Winter,4350,125,176,2,0.33,10,3,43500,222,5.0,India,0,Premium (₹4K–₹7K),4.5–5.0,Moderate (26–50%),247.1590909090909
306,Basavanagudi,12.987548,77.51081,Entire home/apt,Villa,2024-03-01,3,Spring,4476,125,176,2,0.55,17,3,76092,118,3.8,USA,0,Premium (₹4K–₹7K),3.5–3.99,High (51–75%),432.34090909090907
306,Basavanagudi,12.987548,77.51081,Entire home/apt,Villa,2024-04-01,4,Spring,4691,125,176,2,0.41,12,3,56292,146,4.5,India,0,Premium (₹4K–₹7K),4.0–4.49,Moderate (26–50%),319.84090909090907
306,Basavanagudi,12.987548,77.51081,Entire home/apt,Villa,2024-05-01,5,Spring,4069,125,176,2,0.41,13,3,52897,233,4.2,France,0,Premium (₹4K–₹7K),4.0–4.49,Moderate (26–50%),300.5511363636364
306,Basavanagudi,12.987548,77.51081,Entire home/apt,Villa,2024-06-01,6,Summer,4222,125,176,2,0.38,11,3,46442,191,4.2,India,0,Premium (₹4K–₹7K),4.0–4.49,Moderate (26–50%),263.875
306,Basavanagudi,12.987548,77.51081,Entire home/apt,Villa,2024-07-01,7,Monsoon,3891,125,176,2,0.96,30,2,116730,282,4.7,India,0,Mid-range (₹2K–₹4K),4.5–5.0,Very High (>75%),663.2386363636364
306,Basavanagudi,12.987548,77.51081,Entire home/apt,Villa,2024-08-01,8,Monsoon,3576,125,176,2,0.52,16,2,57216,327,4.5,India,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),325.09090909090907
306,Basavanagudi,12.987548,77.51081,Entire home/apt,Villa,2024-09-01,9,Autumn,4108,125,176,2,0.71,21,2,86268,205,4.6,India,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),490.15909090909093
306,Basavanagudi,12.987548,77.51081,Entire home/apt,Villa,2024-10-01,10,Autumn,4358,125,176,2,0.52,16,5,69728,149,5.0,India,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),396.1818181818182
306,Basavanagudi,12.987548,77.51081,Entire home/apt,Villa,2024-11-01,11,Winter,4144,125,176,2,0.43,13,4,53872,345,5.0,India,0,Premium (₹4K–₹7K),4.5–5.0,Moderate (26–50%),306.09090909090907
306,Basavanagudi,12.987548,77.51081,Entire home/apt,Villa,2024-12-01,12,Winter,4857,125,176,2,0.46,14,2,67998,221,4.2,India,0,Premium (₹4K–₹7K),4.0–4.49,Moderate (26–50%),386.35227272727275
307,Yeshwanthpur,13.069888,77.643639,Entire home/apt,Studio,2024-01-01,1,Winter,8434,571,164,1,0.51,16,2,134944,320,5.0,India,0,Luxury (>₹7K),4.5–5.0,High (51–75%),822.829268292683
307,Yeshwanthpur,13.069888,77.643639,Entire home/apt,Studio,2024-02-01,2,Winter,6582,571,164,1,0.7,20,3,131640,81,4.6,Australia,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),802.6829268292682
307,Yeshwanthpur,13.069888,77.643639,Entire home/apt,Studio,2024-03-01,3,Spring,7150,571,164,1,0.52,16,3,114400,105,4.4,France,0,Luxury (>₹7K),4.0–4.49,High (51–75%),697.560975609756
307,Yeshwanthpur,13.069888,77.643639,Entire home/apt,Studio,2024-04-01,4,Spring,7280,571,164,1,0.61,18,2,131040,214,4.5,Singapore,0,Luxury (>₹7K),4.0–4.49,High (51–75%),799.0243902439024
307,Yeshwanthpur,13.069888,77.643639,Entire home/apt,Studio,2024-05-01,5,Spring,6810,571,164,1,0.11,3,5,20430,278,4.7,India,0,Premium (₹4K–₹7K),4.5–5.0,Low (≤25%),124.57317073170732
307,Yeshwanthpur,13.069888,77.643639,Entire home/apt,Studio,2024-06-01,6,Summer,6652,571,164,1,0.73,22,2,146344,2,4.5,India,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),892.3414634146342
307,Yeshwanthpur,13.069888,77.643639,Entire home/apt,Studio,2024-07-01,7,Monsoon,5899,571,164,1,0.71,22,3,129778,84,5.0,USA,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),791.329268292683
307,Yeshwanthpur,13.069888,77.643639,Entire home/apt,Studio,2024-08-01,8,Monsoon,5798,571,164,1,0.6,19,3,110162,171,5.0,India,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),671.719512195122
307,Yeshwanthpur,13.069888,77.643639,Entire home/apt,Studio,2024-09-01,9,Autumn,6085,571,164,1,0.45,14,2,85190,191,5.0,India,0,Premium (₹4K–₹7K),4.5–5.0,Moderate (26–50%),519.4512195121952
307,Yeshwanthpur,13.069888,77.643639,Entire home/apt,Studio,2024-10-01,10,Autumn,6727,571,164,1,0.64,20,2,134540,336,4.3,Germany,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),820.3658536585366
307,Yeshwanthpur,13.069888,77.643639,Entire home/apt,Studio,2024-11-01,11,Winter,6333,571,164,1,0.47,14,2,88662,208,5.0,India,0,Premium (₹4K–₹7K),4.5–5.0,Moderate (26–50%),540.6219512195122
307,Yeshwanthpur,13.069888,77.643639,Entire home/apt,Studio,2024-12-01,12,Winter,8011,571,164,1,0.57,18,5,144198,115,4.2,India,0,Luxury (>₹7K),4.0–4.49,High (51–75%),879.2560975609756
308,Indiranagar,13.057273,77.740784,Private room,Serviced Apartment,2024-01-01,1,Winter,5619,219,153,1,0.35,11,3,61809,156,3.9,India,0,Premium (₹4K–₹7K),3.5–3.99,Moderate (26–50%),403.98039215686276
308,Indiranagar,13.057273,77.740784,Private room,Serviced Apartment,2024-02-01,2,Winter,4512,219,153,1,0.4,12,4,54144,277,5.0,India,0,Premium (₹4K–₹7K),4.5–5.0,Moderate (26–50%),353.88235294117646
308,Indiranagar,13.057273,77.740784,Private room,Serviced Apartment,2024-03-01,3,Spring,4550,219,153,1,0.48,15,5,68250,97,4.5,India,0,Premium (₹4K–₹7K),4.0–4.49,Moderate (26–50%),446.078431372549
308,Indiranagar,13.057273,77.740784,Private room,Serviced Apartment,2024-04-01,4,Spring,4889,219,153,1,0.43,13,1,63557,61,4.1,India,0,Premium (₹4K–₹7K),4.0–4.49,Moderate (26–50%),415.4052287581699
308,Indiranagar,13.057273,77.740784,Private room,Serviced Apartment,2024-05-01,5,Spring,4313,219,153,1,0.56,17,4,73321,348,5.0,India,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),479.22222222222223
308,Indiranagar,13.057273,77.740784,Private room,Serviced Apartment,2024-06-01,6,Summer,4526,219,153,1,0.78,23,2,104098,60,4.7,India,0,Premium (₹4K–₹7K),4.5–5.0,Very High (>75%),680.3790849673203
308,Indiranagar,13.057273,77.740784,Private room,Serviced Apartment,2024-07-01,7,Monsoon,4281,219,153,1,0.18,6,2,25686,206,4.4,India,0,Premium (₹4K–₹7K),4.0–4.49,Low (≤25%),167.88235294117646
308,Indiranagar,13.057273,77.740784,Private room,Serviced Apartment,2024-08-01,8,Monsoon,4320,219,153,1,0.51,16,3,69120,175,5.0,India,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),451.7647058823529
308,Indiranagar,13.057273,77.740784,Private room,Serviced Apartment,2024-09-01,9,Autumn,4807,219,153,1,0.53,16,2,76912,219,4.3,India,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),502.6928104575163
308,Indiranagar,13.057273,77.740784,Private room,Serviced Apartment,2024-10-01,10,Autumn,4309,219,153,1,0.51,16,4,68944,325,4.0,India,1,Premium (₹4K–₹7K),3.5–3.99,High (51–75%),450.6143790849673
308,Indiranagar,13.057273,77.740784,Private room,Serviced Apartment,2024-11-01,11,Winter,4596,219,153,1,0.38,11,2,50556,16,4.7,India,0,Premium (₹4K–₹7K),4.5–5.0,Moderate (26–50%),330.4313725490196
308,Indiranagar,13.057273,77.740784,Private room,Serviced Apartment,2024-12-01,12,Winter,5763,219,153,1,0.35,11,2,63393,130,5.0,USA,0,Premium (₹4K–₹7K),4.5–5.0,Moderate (26–50%),414.3333333333333
309,Residency Road,13.007915,77.576811,Entire home/apt,Villa,2024-01-01,1,Winter,4994,412,331,1,0.65,20,2,99880,249,5.0,UK,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),301.7522658610272
309,Residency Road,13.007915,77.576811,Entire home/apt,Villa,2024-02-01,2,Winter,4097,412,331,1,0.86,25,2,102425,47,4.5,India,0,Premium (₹4K–₹7K),4.0–4.49,Very High (>75%),309.44108761329306
309,Residency Road,13.007915,77.576811,Entire home/apt,Villa,2024-03-01,3,Spring,4755,412,331,1,0.6,19,3,90345,323,4.7,UAE,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),272.94561933534743
309,Residency Road,13.007915,77.576811,Entire home/apt,Villa,2024-04-01,4,Spring,4193,412,331,1,0.61,18,2,75474,172,4.2,India,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),228.01812688821752
309,Residency Road,13.007915,77.576811,Entire home/apt,Villa,2024-05-01,5,Spring,3947,412,331,1,0.82,25,5,98675,17,4.4,India,0,Mid-range (₹2K–₹4K),4.0–4.49,Very High (>75%),298.11178247734136
309,Residency Road,13.007915,77.576811,Entire home/apt,Villa,2024-06-01,6,Summer,3916,412,331,1,0.5,15,3,58740,231,4.0,India,0,Mid-range (₹2K–₹4K),3.5–3.99,Moderate (26–50%),177.46223564954684
309,Residency Road,13.007915,77.576811,Entire home/apt,Villa,2024-07-01,7,Monsoon,3990,412,331,1,0.45,14,2,55860,5,4.7,India,0,Mid-range (₹2K–₹4K),4.5–5.0,Moderate (26–50%),168.76132930513594
309,Residency Road,13.007915,77.576811,Entire home/apt,Villa,2024-08-01,8,Monsoon,3975,412,331,1,0.48,15,3,59625,345,4.7,UK,0,Mid-range (₹2K–₹4K),4.5–5.0,Moderate (26–50%),180.13595166163142
309,Residency Road,13.007915,77.576811,Entire home/apt,Villa,2024-09-01,9,Autumn,3910,412,331,1,0.92,28,4,109480,227,4.9,India,0,Mid-range (₹2K–₹4K),4.5–5.0,Very High (>75%),330.75528700906347
309,Residency Road,13.007915,77.576811,Entire home/apt,Villa,2024-10-01,10,Autumn,4078,412,331,1,0.44,14,2,57092,140,4.5,India,0,Premium (₹4K–₹7K),4.0–4.49,Moderate (26–50%),172.48338368580062
309,Residency Road,13.007915,77.576811,Entire home/apt,Villa,2024-11-01,11,Winter,4049,412,331,1,0.85,26,4,105274,334,4.0,USA,0,Premium (₹4K–₹7K),3.5–3.99,Very High (>75%),318.04833836858006
309,Residency Road,13.007915,77.576811,Entire home/apt,Villa,2024-12-01,12,Winter,5171,412,331,1,0.55,17,2,87907,60,4.5,India,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),265.58006042296074
310,Basavanagudi,13.041422,77.461945,Entire home/apt,Serviced Apartment,2024-01-01,1,Winter,4385,282,136,2,0.66,20,5,87700,39,4.7,India,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),644.8529411764706
310,Basavanagudi,13.041422,77.461945,Entire home/apt,Serviced Apartment,2024-02-01,2,Winter,2763,282,136,2,0.62,18,1,49734,334,3.8,UAE,0,Mid-range (₹2K–₹4K),3.5–3.99,High (51–75%),365.69117647058823
310,Basavanagudi,13.041422,77.461945,Entire home/apt,Serviced Apartment,2024-03-01,3,Spring,3834,282,136,2,0.79,24,3,92016,22,4.1,India,0,Mid-range (₹2K–₹4K),4.0–4.49,Very High (>75%),676.5882352941177
310,Basavanagudi,13.041422,77.461945,Entire home/apt,Serviced Apartment,2024-04-01,4,Spring,3653,282,136,2,0.48,14,2,51142,349,5.0,India,0,Mid-range (₹2K–₹4K),4.5–5.0,Moderate (26–50%),376.04411764705884
310,Basavanagudi,13.041422,77.461945,Entire home/apt,Serviced Apartment,2024-05-01,5,Spring,3388,282,136,2,0.83,26,2,88088,227,4.7,Germany,0,Mid-range (₹2K–₹4K),4.5–5.0,Very High (>75%),647.7058823529412
310,Basavanagudi,13.041422,77.461945,Entire home/apt,Serviced Apartment,2024-06-01,6,Summer,3417,282,136,2,0.58,17,4,58089,59,4.8,India,0,Mid-range (₹2K–₹4K),4.5–5.0,High (51–75%),427.125
310,Basavanagudi,13.041422,77.461945,Entire home/apt,Serviced Apartment,2024-07-01,7,Monsoon,2685,282,136,2,0.58,18,2,48330,309,4.5,India,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),355.36764705882354
310,Basavanagudi,13.041422,77.461945,Entire home/apt,Serviced Apartment,2024-08-01,8,Monsoon,3177,282,136,2,0.54,17,2,54009,187,4.1,Germany,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),397.125
310,Basavanagudi,13.041422,77.461945,Entire home/apt,Serviced Apartment,2024-09-01,9,Autumn,3370,282,136,2,0.41,12,2,40440,268,3.7,UAE,0,Mid-range (₹2K–₹4K),3.5–3.99,Moderate (26–50%),297.3529411764706
310,Basavanagudi,13.041422,77.461945,Entire home/apt,Serviced Apartment,2024-10-01,10,Autumn,3514,282,136,2,0.66,20,2,70280,278,4.7,India,0,Mid-range (₹2K–₹4K),4.5–5.0,High (51–75%),516.7647058823529
310,Basavanagudi,13.041422,77.461945,Entire home/apt,Serviced Apartment,2024-11-01,11,Winter,3629,282,136,2,0.47,14,2,50806,285,3.9,USA,0,Mid-range (₹2K–₹4K),3.5–3.99,Moderate (26–50%),373.5735294117647
310,Basavanagudi,13.041422,77.461945,Entire home/apt,Serviced Apartment,2024-12-01,12,Winter,4197,282,136,2,0.52,16,1,67152,44,4.2,India,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),493.7647058823529
311,Marathahalli,12.860531,77.725782,Private room,Independent House,2024-01-01,1,Winter,3888,208,141,1,0.52,16,2,62208,292,4.0,India,0,Mid-range (₹2K–₹4K),3.5–3.99,High (51–75%),441.1914893617021
311,Marathahalli,12.860531,77.725782,Private room,Independent House,2024-02-01,2,Winter,3450,208,141,1,0.49,14,3,48300,279,4.9,India,0,Mid-range (₹2K–₹4K),4.5–5.0,Moderate (26–50%),342.5531914893617
311,Marathahalli,12.860531,77.725782,Private room,Independent House,2024-03-01,3,Spring,4064,208,141,1,0.69,21,2,85344,34,3.9,Netherlands,0,Premium (₹4K–₹7K),3.5–3.99,High (51–75%),605.2765957446809
311,Marathahalli,12.860531,77.725782,Private room,Independent House,2024-04-01,4,Spring,4045,208,141,1,0.82,25,3,101125,298,4.5,India,0,Premium (₹4K–₹7K),4.0–4.49,Very High (>75%),717.1985815602837
311,Marathahalli,12.860531,77.725782,Private room,Independent House,2024-05-01,5,Spring,3668,208,141,1,0.5,16,3,58688,118,3.8,India,0,Mid-range (₹2K–₹4K),3.5–3.99,Moderate (26–50%),416.2269503546099
311,Marathahalli,12.860531,77.725782,Private room,Independent House,2024-06-01,6,Summer,3252,208,141,1,0.85,26,2,84552,200,3.9,India,0,Mid-range (₹2K–₹4K),3.5–3.99,Very High (>75%),599.6595744680851
311,Marathahalli,12.860531,77.725782,Private room,Independent House,2024-07-01,7,Monsoon,3063,208,141,1,0.59,18,1,55134,6,4.3,India,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),391.02127659574467
311,Marathahalli,12.860531,77.725782,Private room,Independent House,2024-08-01,8,Monsoon,2975,208,141,1,0.6,19,3,56525,299,4.3,India,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),400.88652482269504
311,Marathahalli,12.860531,77.725782,Private room,Independent House,2024-09-01,9,Autumn,3120,208,141,1,0.62,19,2,59280,70,4.9,India,0,Mid-range (₹2K–₹4K),4.5–5.0,High (51–75%),420.4255319148936
311,Marathahalli,12.860531,77.725782,Private room,Independent House,2024-10-01,10,Autumn,3577,208,141,1,0.46,14,2,50078,245,4.0,Germany,0,Mid-range (₹2K–₹4K),3.5–3.99,Moderate (26–50%),355.16312056737587
311,Marathahalli,12.860531,77.725782,Private room,Independent House,2024-11-01,11,Winter,3348,208,141,1,0.82,25,2,83700,245,4.8,India,0,Mid-range (₹2K–₹4K),4.5–5.0,Very High (>75%),593.6170212765958
311,Marathahalli,12.860531,77.725782,Private room,Independent House,2024-12-01,12,Winter,4395,208,141,1,0.72,22,2,96690,283,4.7,India,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),685.7446808510638
312,Jayanagar,12.966833,77.707354,Entire home/apt,Apartment,2024-01-01,1,Winter,4446,399,324,1,0.33,10,3,44460,126,4.8,India,0,Premium (₹4K–₹7K),4.5–5.0,Moderate (26–50%),137.22222222222223
312,Jayanagar,12.966833,77.707354,Entire home/apt,Apartment,2024-02-01,2,Winter,3891,399,324,1,0.38,11,3,42801,115,4.8,France,0,Mid-range (₹2K–₹4K),4.5–5.0,Moderate (26–50%),132.10185185185185
312,Jayanagar,12.966833,77.707354,Entire home/apt,Apartment,2024-03-01,3,Spring,4344,399,324,1,0.54,17,2,73848,221,4.2,India,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),227.92592592592592
312,Jayanagar,12.966833,77.707354,Entire home/apt,Apartment,2024-04-01,4,Spring,4032,399,324,1,0.46,14,2,56448,202,4.3,India,0,Premium (₹4K–₹7K),4.0–4.49,Moderate (26–50%),174.22222222222223
312,Jayanagar,12.966833,77.707354,Entire home/apt,Apartment,2024-05-01,5,Spring,3730,399,324,1,0.3,9,3,33570,191,3.9,India,0,Mid-range (₹2K–₹4K),3.5–3.99,Moderate (26–50%),103.61111111111111
312,Jayanagar,12.966833,77.707354,Entire home/apt,Apartment,2024-06-01,6,Summer,3647,399,324,1,0.54,16,3,58352,115,4.6,USA,0,Mid-range (₹2K–₹4K),4.5–5.0,High (51–75%),180.09876543209876
312,Jayanagar,12.966833,77.707354,Entire home/apt,Apartment,2024-07-01,7,Monsoon,3654,399,324,1,0.56,17,2,62118,314,4.7,Canada,0,Mid-range (₹2K–₹4K),4.5–5.0,High (51–75%),191.72222222222223
312,Jayanagar,12.966833,77.707354,Entire home/apt,Apartment,2024-08-01,8,Monsoon,3084,399,324,1,0.66,20,3,61680,208,4.3,India,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),190.37037037037038
312,Jayanagar,12.966833,77.707354,Entire home/apt,Apartment,2024-09-01,9,Autumn,3658,399,324,1,0.53,16,3,58528,80,4.9,India,0,Mid-range (₹2K–₹4K),4.5–5.0,High (51–75%),180.64197530864197
312,Jayanagar,12.966833,77.707354,Entire home/apt,Apartment,2024-10-01,10,Autumn,3383,399,324,1,0.2,6,3,20298,254,4.4,UK,0,Mid-range (₹2K–₹4K),4.0–4.49,Low (≤25%),62.648148148148145
312,Jayanagar,12.966833,77.707354,Entire home/apt,Apartment,2024-11-01,11,Winter,3737,399,324,1,0.57,17,1,63529,33,5.0,India,0,Mid-range (₹2K–₹4K),4.5–5.0,High (51–75%),196.07716049382717
312,Jayanagar,12.966833,77.707354,Entire home/apt,Apartment,2024-12-01,12,Winter,4642,399,324,1,0.46,14,3,64988,74,3.6,UK,1,Premium (₹4K–₹7K),3.5–3.99,Moderate (26–50%),200.58024691358025
313,Malleshwaram,12.812333,77.64505,Shared room,Villa,2024-01-01,1,Winter,3940,454,235,3,0.53,16,4,63040,240,4.7,India,0,Mid-range (₹2K–₹4K),4.5–5.0,High (51–75%),268.25531914893617
313,Malleshwaram,12.812333,77.64505,Shared room,Villa,2024-02-01,2,Winter,3012,454,235,3,0.62,18,4,54216,301,5.0,India,0,Mid-range (₹2K–₹4K),4.5–5.0,High (51–75%),230.7063829787234
313,Malleshwaram,12.812333,77.64505,Shared room,Villa,2024-03-01,3,Spring,3502,454,235,3,0.36,11,4,38522,309,4.5,India,0,Mid-range (₹2K–₹4K),4.0–4.49,Moderate (26–50%),163.92340425531916
313,Malleshwaram,12.812333,77.64505,Shared room,Villa,2024-04-01,4,Spring,3092,454,235,3,0.58,17,3,52564,70,4.7,India,0,Mid-range (₹2K–₹4K),4.5–5.0,High (51–75%),223.67659574468084
313,Malleshwaram,12.812333,77.64505,Shared room,Villa,2024-05-01,5,Spring,3550,454,235,3,0.5,16,1,56800,250,4.7,Netherlands,0,Mid-range (₹2K–₹4K),4.5–5.0,Moderate (26–50%),241.70212765957447
313,Malleshwaram,12.812333,77.64505,Shared room,Villa,2024-06-01,6,Summer,3043,454,235,3,0.48,14,3,42602,315,3.9,India,0,Mid-range (₹2K–₹4K),3.5–3.99,Moderate (26–50%),181.2851063829787
313,Malleshwaram,12.812333,77.64505,Shared room,Villa,2024-07-01,7,Monsoon,2855,454,235,3,0.48,15,2,42825,137,4.6,UAE,0,Mid-range (₹2K–₹4K),4.5–5.0,Moderate (26–50%),182.2340425531915
313,Malleshwaram,12.812333,77.64505,Shared room,Villa,2024-08-01,8,Monsoon,2769,454,235,3,0.54,17,4,47073,304,4.4,India,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),200.31063829787234
313,Malleshwaram,12.812333,77.64505,Shared room,Villa,2024-09-01,9,Autumn,3149,454,235,3,0.54,16,2,50384,165,4.5,UAE,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),214.4
313,Malleshwaram,12.812333,77.64505,Shared room,Villa,2024-10-01,10,Autumn,3367,454,235,3,0.51,16,3,53872,178,4.4,Netherlands,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),229.24255319148935
313,Malleshwaram,12.812333,77.64505,Shared room,Villa,2024-11-01,11,Winter,3179,454,235,3,0.42,13,2,41327,346,4.4,India,0,Mid-range (₹2K–₹4K),4.0–4.49,Moderate (26–50%),175.8595744680851
313,Malleshwaram,12.812333,77.64505,Shared room,Villa,2024-12-01,12,Winter,4424,454,235,3,0.39,12,2,53088,217,4.4,India,0,Premium (₹4K–₹7K),4.0–4.49,Moderate (26–50%),225.9063829787234
314,Jayanagar,13.020898,77.6565,Entire home/apt,Villa,2024-01-01,1,Winter,3727,262,357,3,0.58,18,2,67086,236,3.8,India,0,Mid-range (₹2K–₹4K),3.5–3.99,High (51–75%),187.91596638655463
