listing_id,host_id,neighbourhood,latitude,longitude,room_type,property_type,date,month,season,price_per_night_inr,cleaning_fee_inr,availability_365,minimum_nights,occupancy_rate,number_of_bookings,average_stay_length,revenue_estimated_inr,review_count,review_scores_rating,guest_origin_country,event_flag
214,35055,Ulsoor,13.082042,77.561077,Entire home/apt,Villa,2024-02-01,2,Winter,3583,695,237,1,0.18,5,2,17915,277,4.2,India,0
214,35055,Ulsoor,13.082042,77.561077,Entire home/apt,Villa,2024-03-01,3,Spring,3809,695,237,1,0.26,8,5,30472,171,4.0,India,0
214,35055,Ulsoor,13.082042,77.561077,Entire home/apt,Villa,2024-04-01,4,Spring,3509,695,237,1,0.54,16,2,56144,219,4.8,India,0
214,35055,Ulsoor,13.082042,77.561077,Entire home/apt,Villa,2024-05-01,5,Spring,3771,695,237,1,0.61,19,3,71649,83,4.1,India,0
214,35055,Ulsoor,13.082042,77.561077,Entire home/apt,Villa,2024-06-01,6,Summer,3164,695,237,1,0.28,8,2,25312,337,4.0,India,0
214,35055,Ulsoor,13.082042,77.561077,Entire home/apt,Villa,2024-07-01,7,Monsoon,3018,695,237,1,0.52,16,2,48288,145,4.1,USA,0
214,35055,Ulsoor,13.082042,77.561077,Entire home/apt,Villa,2024-08-01,8,Monsoon,3262,695,237,1,0.51,16,4,52192,50,4.5,Netherlands,0
214,35055,Ulsoor,13.082042,77.561077,Entire home/apt,Villa,2024-09-01,9,Autumn,3778,695,237,1,0.37,11,4,41558,53,4.7,India,0
214,35055,Ulsoor,13.082042,77.561077,Entire home/apt,Villa,2024-10-01,10,Autumn,3548,695,237,1,0.49,15,1,53220,210,4.9,India,0
214,35055,Ulsoor,13.082042,77.561077,Entire home/apt,Villa,2024-11-01,11,Winter,3725,695,237,1,0.4,12,3,44700,278,4.4,India,0
214,35055,Ulsoor,13.082042,77.561077,Entire home/apt,Villa,2024-12-01,12,Winter,4493,695,237,1,0.5,16,2,71888,297,4.7,Germany,0
215,65134,Hebbal,12.789152,77.586389,Entire home/apt,Independent House,2024-01-01,1,Winter,4490,574,320,1,0.5,16,2,71840,237,4.1,India,0
215,65134,Hebbal,12.789152,77.586389,Entire home/apt,Independent House,2024-02-01,2,Winter,3957,574,320,1,0.27,8,3,31656,202,4.6,India,0
215,65134,Hebbal,12.789152,77.586389,Entire home/apt,Independent House,2024-03-01,3,Spring,4094,574,320,1,0.4,12,2,49128,114,3.9,India,0
215,65134,Hebbal,12.789152,77.586389,Entire home/apt,Independent House,2024-04-01,4,Spring,4127,574,320,1,0.68,20,2,82540,337,4.5,India,0
215,65134,Hebbal,12.789152,77.586389,Entire home/apt,Independent House,2024-05-01,5,Spring,3962,574,320,1,0.76,24,4,95088,212,4.6,India,0
215,65134,Hebbal,12.789152,77.586389,Entire home/apt,Independent House,2024-06-01,6,Summer,3726,574,320,1,0.58,17,1,63342,212,4.3,India,0
215,65134,Hebbal,12.789152,77.586389,Entire home/apt,Independent House,2024-07-01,7,Monsoon,3353,574,320,1,0.29,9,1,30177,191,4.9,Australia,0
215,65134,Hebbal,12.789152,77.586389,Entire home/apt,Independent House,2024-08-01,8,Monsoon,3376,574,320,1,0.54,17,3,57392,307,4.1,India,0
215,65134,Hebbal,12.789152,77.586389,Entire home/apt,Independent House,2024-09-01,9,Autumn,3924,574,320,1,0.4,12,2,47088,292,4.4,Netherlands,0
215,65134,Hebbal,12.789152,77.586389,Entire home/apt,Independent House,2024-10-01,10,Autumn,4012,574,320,1,0.63,20,2,80240,200,4.5,India,0
215,65134,Hebbal,12.789152,77.586389,Entire home/apt,Independent House,2024-11-01,11,Winter,3484,574,320,1,0.96,29,4,101036,295,5.0,India,0
215,65134,Hebbal,12.789152,77.586389,Entire home/apt,Independent House,2024-12-01,12,Winter,4940,574,320,1,0.4,12,4,59280,199,4.5,Netherlands,0
216,51697,Brigade Road,12.763377,77.519291,Private room,Independent House,2024-01-01,1,Winter,3610,489,338,1,0.45,14,3,50540,200,4.3,Australia,0
216,51697,Brigade Road,12.763377,77.519291,Private room,Independent House,2024-02-01,2,Winter,3071,489,338,1,0.81,23,2,70633,283,5.0,India,0
216,51697,Brigade Road,12.763377,77.519291,Private room,Independent House,2024-03-01,3,Spring,3282,489,338,1,0.53,16,2,52512,47,3.2,India,0
216,51697,Brigade Road,12.763377,77.519291,Private room,Independent House,2024-04-01,4,Spring,3190,489,338,1,0.57,17,2,54230,321,4.6,UK,0
216,51697,Brigade Road,12.763377,77.519291,Private room,Independent House,2024-05-01,5,Spring,2857,489,338,1,0.37,11,2,31427,316,4.7,USA,0
216,51697,Brigade Road,12.763377,77.519291,Private room,Independent House,2024-06-01,6,Summer,2973,489,338,1,0.67,20,4,59460,40,4.9,India,0
216,51697,Brigade Road,12.763377,77.519291,Private room,Independent House,2024-07-01,7,Monsoon,2682,489,338,1,0.51,16,1,42912,66,4.5,Netherlands,0
216,51697,Brigade Road,12.763377,77.519291,Private room,Independent House,2024-08-01,8,Monsoon,2580,489,338,1,0.59,18,3,46440,183,4.9,India,0
216,51697,Brigade Road,12.763377,77.519291,Private room,Independent House,2024-09-01,9,Autumn,2975,489,338,1,0.88,26,3,77350,113,5.0,India,0
216,51697,Brigade Road,12.763377,77.519291,Private room,Independent House,2024-10-01,10,Autumn,2862,489,338,1,0.1,3,3,8586,125,5.0,USA,0
216,51697,Brigade Road,12.763377,77.519291,Private room,Independent House,2024-11-01,11,Winter,2739,489,338,1,0.45,14,2,38346,133,4.3,India,0
216,51697,Brigade Road,12.763377,77.519291,Private room,Independent House,2024-12-01,12,Winter,3469,489,338,1,0.66,20,2,69380,73,3.9,India,0
217,85937,Whitefield,12.744373,77.72816,Entire home/apt,Independent House,2024-01-01,1,Winter,2881,351,224,3,0.65,20,4,57620,47,4.2,India,0
217,85937,Whitefield,12.744373,77.72816,Entire home/apt,Independent House,2024-02-01,2,Winter,2011,351,224,3,0.48,14,4,28154,106,4.6,India,0
217,85937,Whitefield,12.744373,77.72816,Entire home/apt,Independent House,2024-03-01,3,Spring,2723,351,224,3,0.25,8,2,21784,11,4.4,India,0
217,85937,Whitefield,12.744373,77.72816,Entire home/apt,Independent House,2024-04-01,4,Spring,2160,351,224,3,0.31,9,2,19440,320,4.9,India,0
217,85937,Whitefield,12.744373,77.72816,Entire home/apt,Independent House,2024-05-01,5,Spring,2314,351,224,3,0.62,19,3,43966,192,4.9,Singapore,0
217,85937,Whitefield,12.744373,77.72816,Entire home/apt,Independent House,2024-06-01,6,Summer,2111,351,224,3,0.49,15,3,31665,230,5.0,Germany,0
217,85937,Whitefield,12.744373,77.72816,Entire home/apt,Independent House,2024-07-01,7,Monsoon,1936,351,224,3,0.67,21,2,40656,5,4.5,UAE,0
217,85937,Whitefield,12.744373,77.72816,Entire home/apt,Independent House,2024-08-01,8,Monsoon,1616,351,224,3,0.25,8,3,12928,323,4.3,India,0
217,85937,Whitefield,12.744373,77.72816,Entire home/apt,Independent House,2024-09-01,9,Autumn,2417,351,224,3,0.68,20,1,48340,175,4.9,Netherlands,0
217,85937,Whitefield,12.744373,77.72816,Entire home/apt,Independent House,2024-10-01,10,Autumn,2009,351,224,3,0.8,25,2,50225,314,4.1,India,1
217,85937,Whitefield,12.744373,77.72816,Entire home/apt,Independent House,2024-11-01,11,Winter,2248,351,224,3,0.56,17,3,38216,130,4.4,UAE,0
217,85937,Whitefield,12.744373,77.72816,Entire home/apt,Independent House,2024-12-01,12,Winter,3024,351,224,3,0.45,14,2,42336,15,4.0,India,0
218,29968,Hebbal,13.04675,77.484437,Entire home/apt,Villa,2024-01-01,1,Winter,5078,240,150,2,0.62,19,1,96482,64,4.3,India,0
218,29968,Hebbal,13.04675,77.484437,Entire home/apt,Villa,2024-02-01,2,Winter,3312,240,150,2,0.23,7,5,23184,178,4.1,USA,0
218,29968,Hebbal,13.04675,77.484437,Entire home/apt,Villa,2024-03-01,3,Spring,3897,240,150,2,0.73,23,3,89631,239,4.9,USA,0
218,29968,Hebbal,13.04675,77.484437,Entire home/apt,Villa,2024-04-01,4,Spring,3920,240,150,2,0.47,14,2,54880,262,4.6,Canada,0
218,29968,Hebbal,13.04675,77.484437,Entire home/apt,Villa,2024-05-01,5,Spring,3420,240,150,2,0.77,24,4,82080,128,4.4,India,0
218,29968,Hebbal,13.04675,77.484437,Entire home/apt,Villa,2024-06-01,6,Summer,3506,240,150,2,0.18,5,3,17530,143,4.4,Canada,0
218,29968,Hebbal,13.04675,77.484437,Entire home/apt,Villa,2024-07-01,7,Monsoon,3337,240,150,2,0.35,11,2,36707,300,4.2,India,0
218,29968,Hebbal,13.04675,77.484437,Entire home/apt,Villa,2024-08-01,8,Monsoon,3328,240,150,2,0.29,9,3,29952,249,4.9,India,0
218,29968,Hebbal,13.04675,77.484437,Entire home/apt,Villa,2024-09-01,9,Autumn,3417,240,150,2,0.46,14,2,47838,305,4.1,USA,0
218,29968,Hebbal,13.04675,77.484437,Entire home/apt,Villa,2024-10-01,10,Autumn,3598,240,150,2,0.88,27,4,97146,318,4.8,India,0
218,29968,Hebbal,13.04675,77.484437,Entire home/apt,Villa,2024-11-01,11,Winter,3351,240,150,2,0.68,20,2,67020,180,4.4,India,0
218,29968,Hebbal,13.04675,77.484437,Entire home/apt,Villa,2024-12-01,12,Winter,4677,240,150,2,0.64,20,3,93540,32,3.3,India,0
219,77024,Bellandur,12.934748,77.538042,Private room,Studio,2024-01-01,1,Winter,2898,441,260,5,0.43,13,1,37674,92,4.2,Germany,0
219,77024,Bellandur,12.934748,77.538042,Private room,Studio,2024-02-01,2,Winter,1914,441,260,5,0.57,17,2,32538,125,5.0,India,0
219,77024,Bellandur,12.934748,77.538042,Private room,Studio,2024-03-01,3,Spring,2684,441,260,5,0.91,28,3,75152,190,4.9,India,0
219,77024,Bellandur,12.934748,77.538042,Private room,Studio,2024-04-01,4,Spring,2729,441,260,5,0.88,26,2,70954,4,4.7,India,0
219,77024,Bellandur,12.934748,77.538042,Private room,Studio,2024-05-01,5,Spring,2258,441,260,5,0.74,23,1,51934,168,5.0,India,0
219,77024,Bellandur,12.934748,77.538042,Private room,Studio,2024-06-01,6,Summer,2200,441,260,5,0.48,14,3,30800,164,4.6,UAE,0
219,77024,Bellandur,12.934748,77.538042,Private room,Studio,2024-07-01,7,Monsoon,2231,441,260,5,0.71,22,3,49082,197,3.9,India,0
219,77024,Bellandur,12.934748,77.538042,Private room,Studio,2024-08-01,8,Monsoon,2447,441,260,5,0.49,15,2,36705,111,4.4,India,0
219,77024,Bellandur,12.934748,77.538042,Private room,Studio,2024-09-01,9,Autumn,2115,441,260,5,0.99,30,2,63450,311,4.6,Canada,0
219,77024,Bellandur,12.934748,77.538042,Private room,Studio,2024-10-01,10,Autumn,2125,441,260,5,0.72,22,4,46750,343,4.8,India,0
219,77024,Bellandur,12.934748,77.538042,Private room,Studio,2024-11-01,11,Winter,2258,441,260,5,0.71,21,2,47418,222,4.2,India,0
219,77024,Bellandur,12.934748,77.538042,Private room,Studio,2024-12-01,12,Winter,2770,441,260,5,0.28,9,2,24930,100,4.0,India,0
220,16133,Bellandur,12.868495,77.487228,Entire home/apt,Villa,2024-01-01,1,Winter,7099,546,276,2,0.84,26,3,184574,145,4.4,India,0
220,16133,Bellandur,12.868495,77.487228,Entire home/apt,Villa,2024-02-01,2,Winter,5621,546,276,2,0.59,17,3,95557,2,4.5,UAE,0
220,16133,Bellandur,12.868495,77.487228,Entire home/apt,Villa,2024-03-01,3,Spring,6192,546,276,2,0.76,24,2,148608,206,4.6,India,0
220,16133,Bellandur,12.868495,77.487228,Entire home/apt,Villa,2024-04-01,4,Spring,6377,546,276,2,0.74,22,3,140294,270,4.7,India,0
220,16133,Bellandur,12.868495,77.487228,Entire home/apt,Villa,2024-05-01,5,Spring,5475,546,276,2,0.38,12,3,65700,35,4.6,India,0
220,16133,Bellandur,12.868495,77.487228,Entire home/apt,Villa,2024-06-01,6,Summer,5635,546,276,2,0.6,18,4,101430,212,4.5,USA,0
220,16133,Bellandur,12.868495,77.487228,Entire home/apt,Villa,2024-07-01,7,Monsoon,5618,546,276,2,0.39,12,2,67416,177,3.7,India,0
220,16133,Bellandur,12.868495,77.487228,Entire home/apt,Villa,2024-08-01,8,Monsoon,5168,546,276,2,0.53,16,3,82688,160,4.6,India,0
220,16133,Bellandur,12.868495,77.487228,Entire home/apt,Villa,2024-09-01,9,Autumn,5785,546,276,2,0.78,23,1,133055,152,3.9,India,0
220,16133,Bellandur,12.868495,77.487228,Entire home/apt,Villa,2024-10-01,10,Autumn,5558,546,276,2,0.65,20,2,111160,328,4.8,Canada,0
220,16133,Bellandur,12.868495,77.487228,Entire home/apt,Villa,2024-11-01,11,Winter,6107,546,276,2,0.73,22,2,134354,316,4.5,India,0
220,16133,Bellandur,12.868495,77.487228,Entire home/apt,Villa,2024-12-01,12,Winter,6908,546,276,2,0.5,16,2,110528,5,4.3,India,0
221,67105,Frazer Town,12.768077,77.507348,Private room,Villa,2024-01-01,1,Winter,5093,338,355,1,0.53,16,4,81488,26,4.9,India,0
221,67105,Frazer Town,12.768077,77.507348,Private room,Villa,2024-02-01,2,Winter,4356,338,355,1,0.69,20,2,87120,155,4.7,India,0
221,67105,Frazer Town,12.768077,77.507348,Private room,Villa,2024-03-01,3,Spring,5039,338,355,1,0.64,20,2,100780,313,4.3,Germany,0
221,67105,Frazer Town,12.768077,77.507348,Private room,Villa,2024-04-01,4,Spring,4531,338,355,1,0.64,19,2,86089,87,3.5,UAE,0
221,67105,Frazer Town,12.768077,77.507348,Private room,Villa,2024-05-01,5,Spring,4250,338,355,1,0.57,18,3,76500,61,4.0,India,0
221,67105,Frazer Town,12.768077,77.507348,Private room,Villa,2024-06-01,6,Summer,4101,338,355,1,0.72,22,4,90222,299,4.6,Singapore,0
221,67105,Frazer Town,12.768077,77.507348,Private room,Villa,2024-07-01,7,Monsoon,3877,338,355,1,0.65,20,5,77540,211,4.5,India,0
221,67105,Frazer Town,12.768077,77.507348,Private room,Villa,2024-08-01,8,Monsoon,4105,338,355,1,0.62,19,3,77995,267,3.9,India,0
221,67105,Frazer Town,12.768077,77.507348,Private room,Villa,2024-09-01,9,Autumn,4612,338,355,1,0.66,20,3,92240,338,4.3,India,0
221,67105,Frazer Town,12.768077,77.507348,Private room,Villa,2024-10-01,10,Autumn,4036,338,355,1,0.66,20,2,80720,247,4.5,India,0
221,67105,Frazer Town,12.768077,77.507348,Private room,Villa,2024-11-01,11,Winter,4600,338,355,1,0.55,16,2,73600,42,4.2,India,0
221,67105,Frazer Town,12.768077,77.507348,Private room,Villa,2024-12-01,12,Winter,5536,338,355,1,0.74,23,4,127328,124,4.6,India,0
222,36986,MG Road,12.730058,77.598382,Entire home/apt,Independent House,2024-01-01,1,Winter,5434,294,319,5,0.75,23,2,124982,53,4.8,India,0
222,36986,MG Road,12.730058,77.598382,Entire home/apt,Independent House,2024-02-01,2,Winter,4278,294,319,5,0.77,22,3,94116,263,3.6,Australia,0
222,36986,MG Road,12.730058,77.598382,Entire home/apt,Independent House,2024-03-01,3,Spring,5152,294,319,5,0.32,10,3,51520,159,4.2,USA,0
222,36986,MG Road,12.730058,77.598382,Entire home/apt,Independent House,2024-04-01,4,Spring,4734,294,319,5,0.55,16,3,75744,258,4.9,India,0
222,36986,MG Road,12.730058,77.598382,Entire home/apt,Independent House,2024-05-01,5,Spring,4100,294,319,5,0.61,19,2,77900,186,4.3,India,0
222,36986,MG Road,12.730058,77.598382,Entire home/apt,Independent House,2024-06-01,6,Summer,4370,294,319,5,0.56,17,2,74290,317,4.5,India,0
222,36986,MG Road,12.730058,77.598382,Entire home/apt,Independent House,2024-07-01,7,Monsoon,3770,294,319,5,0.49,15,3,56550,96,4.6,India,0
222,36986,MG Road,12.730058,77.598382,Entire home/apt,Independent House,2024-08-01,8,Monsoon,4067,294,319,5,0.48,15,2,61005,157,4.2,Canada,0
222,36986,MG Road,12.730058,77.598382,Entire home/apt,Independent House,2024-09-01,9,Autumn,4433,294,319,5,0.57,17,3,75361,52,4.8,India,0
222,36986,MG Road,12.730058,77.598382,Entire home/apt,Independent House,2024-10-01,10,Autumn,4130,294,319,5,0.3,9,4,37170,56,4.3,India,0
222,36986,MG Road,12.730058,77.598382,Entire home/apt,Independent House,2024-11-01,11,Winter,4158,294,319,5,0.56,17,2,70686,14,4.2,India,0
222,36986,MG Road,12.730058,77.598382,Entire home/apt,Independent House,2024-12-01,12,Winter,5536,294,319,5,0.53,16,3,88576,180,4.6,India,0
223,21018,Rajajinagar,12.872589,77.495186,Entire home/apt,Studio,2024-01-01,1,Winter,4607,329,250,1,0.62,19,2,87533,189,4.2,India,0
223,21018,Rajajinagar,12.872589,77.495186,Entire home/apt,Studio,2024-02-01,2,Winter,3968,329,250,1,0.51,15,3,59520,216,4.0,India,0
223,21018,Rajajinagar,12.872589,77.495186,Entire home/apt,Studio,2024-03-01,3,Spring,4094,329,250,1,0.42,13,2,53222,90,4.8,India,0
223,21018,Rajajinagar,12.872589,77.495186,Entire home/apt,Studio,2024-04-01,4,Spring,4498,329,250,1,0.42,13,3,58474,252,4.6,India,0
223,21018,Rajajinagar,12.872589,77.495186,Entire home/apt,Studio,2024-05-01,5,Spring,3338,329,250,1,0.61,19,2,63422,25,4.1,India,0
223,21018,Rajajinagar,12.872589,77.495186,Entire home/apt,Studio,2024-06-01,6,Summer,3565,329,250,1,0.38,11,5,39215,112,4.8,India,0
223,21018,Rajajinagar,12.872589,77.495186,Entire home/apt,Studio,2024-07-01,7,Monsoon,3521,329,250,1,0.55,17,4,59857,294,4.2,India,0
223,21018,Rajajinagar,12.872589,77.495186,Entire home/apt,Studio,2024-08-01,8,Monsoon,3637,329,250,1,0.43,13,1,47281,51,3.6,India,0
223,21018,Rajajinagar,12.872589,77.495186,Entire home/apt,Studio,2024-09-01,9,Autumn,3780,329,250,1,0.38,11,4,41580,207,4.9,India,0
223,21018,Rajajinagar,12.872589,77.495186,Entire home/apt,Studio,2024-10-01,10,Autumn,3613,329,250,1,0.63,20,2,72260,137,5.0,India,0
223,21018,Rajajinagar,12.872589,77.495186,Entire home/apt,Studio,2024-11-01,11,Winter,3448,329,250,1,0.46,14,2,48272,326,4.5,India,0
223,21018,Rajajinagar,12.872589,77.495186,Entire home/apt,Studio,2024-12-01,12,Winter,4918,329,250,1,0.44,14,3,68852,1,4.3,India,0
224,91542,Marathahalli,12.995636,77.705769,Entire home/apt,Independent House,2024-01-01,1,Winter,5121,213,241,1,0.35,11,2,56331,170,5.0,UAE,0
224,91542,Marathahalli,12.995636,77.705769,Entire home/apt,Independent House,2024-02-01,2,Winter,3804,213,241,1,0.54,16,1,60864,242,4.5,India,0
224,91542,Marathahalli,12.995636,77.705769,Entire home/apt,Independent House,2024-03-01,3,Spring,4862,213,241,1,0.39,12,1,58344,135,5.0,Singapore,0
224,91542,Marathahalli,12.995636,77.705769,Entire home/apt,Independent House,2024-04-01,4,Spring,4631,213,241,1,0.65,20,2,92620,4,4.1,India,0
224,91542,Marathahalli,12.995636,77.705769,Entire home/apt,Independent House,2024-05-01,5,Spring,4187,213,241,1,0.48,15,5,62805,298,5.0,India,0
224,91542,Marathahalli,12.995636,77.705769,Entire home/apt,Independent House,2024-06-01,6,Summer,3879,213,241,1,0.57,17,4,65943,241,4.3,India,0
224,91542,Marathahalli,12.995636,77.705769,Entire home/apt,Independent House,2024-07-01,7,Monsoon,3468,213,241,1,0.7,22,4,76296,290,4.7,India,0
224,91542,Marathahalli,12.995636,77.705769,Entire home/apt,Independent House,2024-08-01,8,Monsoon,3906,213,241,1,0.32,10,2,39060,116,4.9,India,0
224,91542,Marathahalli,12.995636,77.705769,Entire home/apt,Independent House,2024-09-01,9,Autumn,4574,213,241,1,0.52,16,2,73184,75,5.0,UK,0
224,91542,Marathahalli,12.995636,77.705769,Entire home/apt,Independent House,2024-10-01,10,Autumn,4021,213,241,1,0.38,12,1,48252,171,4.4,India,0
224,91542,Marathahalli,12.995636,77.705769,Entire home/apt,Independent House,2024-11-01,11,Winter,4282,213,241,1,0.46,14,5,59948,131,4.3,India,0
224,91542,Marathahalli,12.995636,77.705769,Entire home/apt,Independent House,2024-12-01,12,Winter,5209,213,241,1,0.59,18,2,93762,234,4.7,India,0
225,53743,Brigade Road,13.009811,77.707087,Private room,Studio,2024-01-01,1,Winter,4645,371,327,1,0.61,19,2,88255,265,4.1,USA,1
225,53743,Brigade Road,13.009811,77.707087,Private room,Studio,2024-02-01,2,Winter,4042,371,327,1,0.48,14,5,56588,112,5.0,India,0
225,53743,Brigade Road,13.009811,77.707087,Private room,Studio,2024-03-01,3,Spring,4117,371,327,1,0.6,19,2,78223,254,4.3,India,0
225,53743,Brigade Road,13.009811,77.707087,Private room,Studio,2024-04-01,4,Spring,3960,371,327,1,0.31,9,3,35640,220,4.1,India,0
225,53743,Brigade Road,13.009811,77.707087,Private room,Studio,2024-05-01,5,Spring,3721,371,327,1,0.6,19,3,70699,99,4.9,UAE,0
225,53743,Brigade Road,13.009811,77.707087,Private room,Studio,2024-06-01,6,Summer,3696,371,327,1,0.44,13,2,48048,55,3.9,Canada,0
225,53743,Brigade Road,13.009811,77.707087,Private room,Studio,2024-07-01,7,Monsoon,3502,371,327,1,0.78,24,4,84048,347,5.0,India,0
225,53743,Brigade Road,13.009811,77.707087,Private room,Studio,2024-08-01,8,Monsoon,3547,371,327,1,0.67,21,4,74487,269,5.0,India,0
225,53743,Brigade Road,13.009811,77.707087,Private room,Studio,2024-09-01,9,Autumn,3851,371,327,1,0.67,20,4,77020,178,4.4,Singapore,0
225,53743,Brigade Road,13.009811,77.707087,Private room,Studio,2024-10-01,10,Autumn,3513,371,327,1,0.47,15,2,52695,213,4.5,Canada,0
225,53743,Brigade Road,13.009811,77.707087,Private room,Studio,2024-11-01,11,Winter,3797,371,327,1,0.86,26,2,98722,296,4.5,India,0
225,53743,Brigade Road,13.009811,77.707087,Private room,Studio,2024-12-01,12,Winter,4966,371,327,1,0.51,16,2,79456,313,4.4,India,0
226,84273,Rajajinagar,12.815363,77.740841,Entire home/apt,Independent House,2024-01-01,1,Winter,2486,188,318,2,0.54,17,3,42262,148,4.9,India,0
226,84273,Rajajinagar,12.815363,77.740841,Entire home/apt,Independent House,2024-02-01,2,Winter,1941,188,318,2,0.49,14,2,27174,147,5.0,India,0
226,84273,Rajajinagar,12.815363,77.740841,Entire home/apt,Independent House,2024-03-01,3,Spring,2077,188,318,2,0.72,22,2,45694,232,4.3,India,0
226,84273,Rajajinagar,12.815363,77.740841,Entire home/apt,Independent House,2024-04-01,4,Spring,2236,188,318,2,0.68,20,2,44720,303,4.6,India,0
226,84273,Rajajinagar,12.815363,77.740841,Entire home/apt,Independent House,2024-05-01,5,Spring,1435,188,318,2,0.55,17,2,24395,2,5.0,India,0
226,84273,Rajajinagar,12.815363,77.740841,Entire home/apt,Independent House,2024-06-01,6,Summer,2010,188,318,2,0.61,18,3,36180,0,3.8,India,0
226,84273,Rajajinagar,12.815363,77.740841,Entire home/apt,Independent House,2024-07-01,7,Monsoon,1570,188,318,2,0.6,19,2,29830,145,4.7,UK,0
226,84273,Rajajinagar,12.815363,77.740841,Entire home/apt,Independent House,2024-08-01,8,Monsoon,1956,188,318,2,0.52,16,3,31296,287,4.7,India,0
226,84273,Rajajinagar,12.815363,77.740841,Entire home/apt,Independent House,2024-09-01,9,Autumn,1908,188,318,2,0.39,12,1,22896,138,3.6,India,0
226,84273,Rajajinagar,12.815363,77.740841,Entire home/apt,Independent House,2024-10-01,10,Autumn,1991,188,318,2,0.57,18,3,35838,221,4.3,India,0
226,84273,Rajajinagar,12.815363,77.740841,Entire home/apt,Independent House,2024-11-01,11,Winter,1582,188,318,2,0.64,19,2,30058,242,4.4,UAE,0
226,84273,Rajajinagar,12.815363,77.740841,Entire home/apt,Independent House,2024-12-01,12,Winter,2492,188,318,2,0.82,25,2,62300,347,3.6,India,0
227,22863,Bellandur,13.068078,77.629112,Entire home/apt,Serviced Apartment,2024-01-01,1,Winter,3615,268,245,2,0.34,11,3,39765,102,5.0,India,0
227,22863,Bellandur,13.068078,77.629112,Entire home/apt,Serviced Apartment,2024-02-01,2,Winter,2687,268,245,2,0.57,17,2,45679,156,4.4,India,0
227,22863,Bellandur,13.068078,77.629112,Entire home/apt,Serviced Apartment,2024-03-01,3,Spring,2839,268,245,2,0.74,23,3,65297,321,4.1,India,0
227,22863,Bellandur,13.068078,77.629112,Entire home/apt,Serviced Apartment,2024-04-01,4,Spring,2995,268,245,2,0.53,16,2,47920,223,4.2,India,0
227,22863,Bellandur,13.068078,77.629112,Entire home/apt,Serviced Apartment,2024-05-01,5,Spring,3177,268,245,2,0.65,20,3,63540,160,4.7,India,0
227,22863,Bellandur,13.068078,77.629112,Entire home/apt,Serviced Apartment,2024-06-01,6,Summer,2887,268,245,2,0.37,11,3,31757,183,5.0,India,0
227,22863,Bellandur,13.068078,77.629112,Entire home/apt,Serviced Apartment,2024-07-01,7,Monsoon,1893,268,245,2,0.47,15,2,28395,215,4.3,Canada,0
227,22863,Bellandur,13.068078,77.629112,Entire home/apt,Serviced Apartment,2024-08-01,8,Monsoon,2510,268,245,2,0.62,19,2,47690,286,4.4,India,0
227,22863,Bellandur,13.068078,77.629112,Entire home/apt,Serviced Apartment,2024-09-01,9,Autumn,2658,268,245,2,0.44,13,3,34554,45,3.9,UK,0
227,22863,Bellandur,13.068078,77.629112,Entire home/apt,Serviced Apartment,2024-10-01,10,Autumn,2805,268,245,2,0.69,21,3,58905,154,5.0,UK,0
227,22863,Bellandur,13.068078,77.629112,Entire home/apt,Serviced Apartment,2024-11-01,11,Winter,2502,268,245,2,0.69,21,2,52542,317,4.4,India,0
227,22863,Bellandur,13.068078,77.629112,Entire home/apt,Serviced Apartment,2024-12-01,12,Winter,3563,268,245,2,0.74,23,3,81949,150,4.6,India,0
228,26506,Malleshwaram,12.968032,77.588842,Private room,Studio,2024-01-01,1,Winter,3994,444,315,1,0.43,13,1,51922,138,4.0,France,0
228,26506,Malleshwaram,12.968032,77.588842,Private room,Studio,2024-02-01,2,Winter,3035,444,315,1,0.76,22,2,66770,49,5.0,France,0
228,26506,Malleshwaram,12.968032,77.588842,Private room,Studio,2024-03-01,3,Spring,3179,444,315,1,0.35,11,3,34969,169,5.0,Singapore,0
228,26506,Malleshwaram,12.968032,77.588842,Private room,Studio,2024-04-01,4,Spring,3174,444,315,1,0.6,18,2,57132,299,4.3,India,0
228,26506,Malleshwaram,12.968032,77.588842,Private room,Studio,2024-05-01,5,Spring,3415,444,315,1,0.41,13,3,44395,27,5.0,USA,0
228,26506,Malleshwaram,12.968032,77.588842,Private room,Studio,2024-06-01,6,Summer,3128,444,315,1,0.57,17,3,53176,287,3.7,USA,0
228,26506,Malleshwaram,12.968032,77.588842,Private room,Studio,2024-07-01,7,Monsoon,2342,444,315,1,0.5,16,2,37472,114,4.6,UAE,0
228,26506,Malleshwaram,12.968032,77.588842,Private room,Studio,2024-08-01,8,Monsoon,2557,444,315,1,0.37,11,3,28127,79,4.7,India,0
228,26506,Malleshwaram,12.968032,77.588842,Private room,Studio,2024-09-01,9,Autumn,3204,444,315,1,0.51,15,2,48060,3,4.8,Germany,0
228,26506,Malleshwaram,12.968032,77.588842,Private room,Studio,2024-10-01,10,Autumn,2858,444,315,1,0.48,15,3,42870,102,5.0,India,1
228,26506,Malleshwaram,12.968032,77.588842,Private room,Studio,2024-11-01,11,Winter,3105,444,315,1,0.55,16,3,49680,61,5.0,India,0
228,26506,Malleshwaram,12.968032,77.588842,Private room,Studio,2024-12-01,12,Winter,3586,444,315,1,0.65,20,2,71720,53,5.0,India,0
